Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Singapore,SGP,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.545,40.646,39.807
Singapore,SGP,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,4.9,4.7,5.2,5.5,5.6,5.17,5.58,7.288,5.619,5.912
Singapore,SGP,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8,2.5,2.7,2.9,3.6,3.1,3.19,3.41,7.78,7.555,7.528
Singapore,SGP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,34890.0811365168,33597.8690808226,34598.8267483781,36709.7965038255,39856.6356222613,41798.4880834671,44159.4101820552,46178.8139470199,44601.5799302699,43331.8746638962,48752.0515441859,50713.5326393594,51679.352717333,53298.9728558286,54681.9336458253,55645.6068614606,56986.7853102911,59485.3015873921,61250.3476672302,61345.5291820062,59189.70385743,67731.2610711717,68218.805333562,66167.3596303607
Singapore,SGP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.16598820156491,-3.70366595204537,2.97922962062731,6.10127554555405,8.5722052915981,4.87209326850753,5.64834329383781,4.57298627096552,-3.41549269446281,-2.84677194924208,12.5085215498552,4.02338164865897,1.90446223662212,3.13397914899265,2.59472315486744,1.76232468638902,2.41021443466256,4.38437834929044,2.96719699276471,0.15539750940367,-3.51423380533573,14.4308159309526,0.719821622511958,-3.00715571486563
Singapore,SGP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.4585044954973,30.3796610759446,30.7456754181249,30.2248029160952,31.8858938554669,31.4076522049802,30.8942965496098,28.2257709638809,26.4153381596662,27.0163193688262,26.6358717243037,25.2595925808817,25.0222021555412,23.4427286283197,24.1685192477514,24.2880229055028,23.2029524941107,23.4966352857041,25.3804206689349,24.07072940872,23.24167197361,24.6140715989737,23.84052179209,22.1459950271664
Malaysia,MYS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,40.593,41.052,41.471,41.868,42.255,42.637,43.027,43.436,43.866,44.31,44.792,45.295,47.029,48.76,50.475,50.83,50.986,51.285,51.625,51.783,51.371,51.371,51.597,51.592
Malaysia,MYS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,77.675,77.52,77.299,77.095,76.918,76.791,76.734,76.748,76.829,76.967,77.122,77.254,77.556,77.855,78.146,78.196,77.822,77.714,78.068,78.444,78.053,78.364,79.348,79.306
Malaysia,MYS,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,28.8742008209229,30.1860408782959,33.040470123291,37.2695503234863,34.4758605957031,31.806489944458,31.803430557251,34.3667984008789,38.4592590332031,40.7257385253906,43.1949462902931,41.3590168181122,43.2930500802723,45.3599493093105,45.8097147200288,52.4177910183718,51.5270260861918,47.9160265205655,50.3532516763836,48.4906218464001,47.2760564169745,45.2424409799554,43.6954292890075,44.304019878896
Malaysia,MYS,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,26.2992992401123,23.9254398345947,25.1016006469727,25.7180194854736,25.4699897766113,22.8281097412109,23.8985500335693,24.8225898742676,27.8260707855225,29.8598003387451,30.6639834756536,30.2280387193009,30.9367805914645,31.5293802627605,31.8326489595231,37.1951864333357,40.1123858047382,37.4691314138237,37.2784823195711,34.209677479616,33.2329934825694,32.0071354262667,31.0331221435143,30.9802092564091
Malaysia,MYS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,18.8566154607672,18.5234944848229,18.2029439000527,17.8793074526094,17.5251392702719,17.1685762859379,16.804723037924,16.4281620994306,16.0572920031658,15.9096324598338,15.8290738892087,15.738344359355,15.7435338822684,15.7008016558088,15.6421519710019,15.5264866455721,15.3880413782877,15.2605935075401,15.1437448870267,15.0144535784723,15.0991095546495,15.0120238240871,15.2251233818454,15.1487847717975
Malaysia,MYS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,78.895801895386,79.2069661755089,79.4877610075228,79.7649740204261,80.0709877263687,80.3868479969933,80.71007182559,81.0457586557204,81.3765909678253,81.5177199709009,81.5500463191938,81.6075111377972,81.5710268090499,81.5816982201783,81.6032558253301,81.6960703914671,81.811448516275,81.908755020194,82.0028847752219,82.1109229209112,82.0267242870478,82.113403472582,81.6366407446935,81.6931121551563
Malaysia,MYS,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,10.3626943005181,10.3626943005181,10.3626943005181,10.4712041884817,9.1324200913242,9.1324200913242,9.1324200913242,10.0456621004566,10.8108108108108,9.90990990990991,9.90990990990991,10.4072398190045,10.4072398190045,10.3603603603604,10.3603603603604,10.3603603603604,10.3603603603604,10.3603603603604,13.9013452914798,14.4144144144144,14.8648648648649,14.8648648648649,13.5746606334842,13.5135135135135
Malaysia,MYS,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,23.222,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Share of youth not in education, employment or training, female (% of female youth population)",SL.UEM.NEET.FE.ZS,23.422,..,..,..,..,..,..,..,..,..,..,19.36,18.65,18.52,17.27,..,15.25,15.09,16.08,15.04,14.75,11.61,10.57,..
Malaysia,MYS,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,14.319,..,..,..,..,..,..,..,..,..,..,9.68,9.56,9.14,8.62,..,8.42,8.8,9.14,8.1,12.6,7.09,9.91,..
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6455.61419792583,6334.92795651698,6516.90671560155,6732.92049458099,7025.34558004381,7234.02442689141,7469.8106921211,7769.59693350488,7976.11785374773,7700.46111294033,8118.92270511981,8400.32248683558,8710.52671359902,8964.80724896203,9341.73055971278,9648.6797937523,9901.47960179812,10293.7629205362,10610.1950240479,10902.9834855856,10171.4657842762,10388.2667120857,11191.6511756943,11445.3925275079
Malaysia,MYS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.33603610574379,-1.86947729075297,2.87262555049826,3.31466734765901,4.34321310786574,2.97037127170485,3.25940653936949,4.01330440274728,2.65806478779189,-3.45602642616269,5.43424070379723,3.46597439015295,3.69276569143121,2.91923259894287,4.20447757863825,3.28578556272301,2.62004557566016,3.96186564548185,3.07401779071937,2.75950122381441,-6.7093351308522,2.13146199778431,7.73357563754043,2.26723785284469
Malaysia,MYS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,48.3205714911013,46.2026949988513,45.1153796974529,46.5786626994835,48.5303176049683,46.3683224854575,46.5156572562267,44.5959960321039,45.1050654004356,40.9678238412473,40.4989323548818,39.8242687277964,40.1350010090069,39.8853736547897,39.9244244845871,38.4497222119902,37.6832749440922,38.114672270307,38.2914253580498,37.4765336887335,35.9347266201835,37.6826861838931,38.974240550053,37.5648573322214
Thailand,THA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,65.596,65.255,65.107,64.99,64.808,65.23,64.281,64.808,64.867,64.659,63.685,65.806,65.071,61.78,61.447,61.068,60.17,59.351,59.569,58.9,59.106,59.18,59.576,60.311
Thailand,THA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,81.711,82.222,81.804,81.408,81.607,81.207,81.062,81.31,81.259,81.394,80.008,81.009,80.969,78.584,78.585,77.922,76.921,76.179,76.527,75.485,75.454,75.251,75.318,75.858
