Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Timor-Leste,TLS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.0859533086706,13.180799429851,11.9202405343952,10.1751433861072,5.49680073339855,5.29247593737281,5.03931378115436,5.31519604811852,7.70251167026116,10.0345846512573,9.13730561255393,12.9857431156539,12.7911410611587,20.1062137855102,16.979297360775,18.3707616020673,19.2291160430386,15.7805274141176,16.4990210288231,30.4131457216274,36.7520096715526,62.1863324414617,54.5122451931824,23.8680417124592,11.8214186288296,..
Timor-Leste,TLS,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,0.419847262553905,0.274151231829195,0.275696821281543,0.29847332152873,0.581050331619785,0.382412071478638,0.388903137968041,0.324142269646576,0.28875601849843,0.284331782282056,0.257904435500413,0.269895871229669,0.436472234274891,0.510649136325167,0.479508529650006,0.437155069108767,0.403443200099904,0.392051501088603,0.422268268174893,0.37142131224837,0.26303370104693,0.26112954151307,0.321114676099819,0.375198881092679,0.43450719252133,..
Timor-Leste,TLS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.469206321937811,0.326993323475929,0.283452708781915,0.287824552448635,0.555176444502806,0.368655430549683,0.349069268080897,0.311775728463542,0.301134509007399,0.31847915812698,0.308293974530714,0.333991769102519,0.554064949312045,0.654615753067028,0.629577892602016,0.57686674726648,0.538055477761351,0.496763209802964,0.522430579665961,0.559823820376726,0.512347545686334,0.526390245745068,0.50726833881669,0.47995862126757,0.499343870436187,..
Timor-Leste,TLS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,21.0626735881027,21.0035646837644,20.9489115474432,20.882655018788,20.7887359374482,20.6510951430728,20.3789917788963,19.9129884497109,19.2839811875033,18.5228660242599,17.660538991967,16.2584979451999,17.654383714214,17.5005688240194,16.8069047821014,15.7619976595415,16.2081039517126,14.9818030205102,16.8164967206441,17.627881197133,17.4104661970888,..,..,..,..,..
Timor-Leste,TLS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,110.5,105.5,100.7,96.1,91.7,87.5,83.6,80.1,76.8,73.8,71.1,68.6,66.3,64.2,62.3,60.6,59.1,57.8,56.6,55.5,54.2,52.8,51.4,50,..,..
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.097,58.772,59.477,60.13,60.743,61.272,61.881,62.396,62.858,63.265,63.66,64.022,64.384,64.719,65.027,65.326,65.61,65.898,66.204,66.496,66.919,66.199,67.368,67.689,..,..
Philippines,PHL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,34.9752847681216,34.8976152580491,34.78343526285,34.5405640298629,33.6186962072883,33.8136763053241,33.4625853303804,33.000860932449,32.765288410954,31.5225426812628,32.3395560456604,31.3386827828469,31.3994933632444,30.7754466314331,31.0474444753394,30.4819509834967,30.2859171672694,30.1265505767725,30.5637401548214,30.3275078794624,28.3999175850521,28.8898091185459,29.2212399364338,28.1976225091774,27.6939779931321,..
Philippines,PHL,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,0.52007333487982,0.487202204011495,0.477930377750558,0.466224911918059,0.442830154625964,0.439795749182675,0.375714139716317,0.382478804945422,0.370369433017161,0.369229298652419,0.371656619819902,0.356244073950808,0.352621966885474,0.35979270490506,0.360965844736177,0.369355278115321,0.369408622166547,0.386331092973078,0.37853159053452,0.37333487122851,0.3804196831633,0.384200409429743,0.372060587130138,0.377592548554934,0.382902974687091,..
Philippines,PHL,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.932672272893032,0.880719772591872,0.878079638214495,0.882480593038024,0.876070774131651,0.896249932483837,0.792914802989724,0.845028213173854,0.838866873511548,0.833249191469975,0.881994350568382,0.860953621187979,0.893452882976031,0.955039177738511,1.00237329489598,1.07477147738809,1.13642556715245,1.25459105770861,1.29114721089618,1.33500133744347,1.21683584867494,1.28744630350143,1.33112167071071,1.41396992471112,1.5030109111702,..
Philippines,PHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,31.5189595125717,31.2923190881475,31.05570387518,30.7743493607566,30.4134910319648,29.9383643758918,29.1782265763242,28.0341722365094,26.5791929727268,24.8862804012556,23.0284261383751,20.2762007200701,21.8351961883251,22.7402636854564,20.3368824432152,19.7079275985218,19.9069716374648,18.3327018141416,20.5885077839401,21.5254371973976,20.2887417122616,..,..,..,..,..
Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,36.9,36.1,35.2,34.4,33.6,32.8,32.1,31.4,30.7,30.1,29.6,29.1,28.7,28.3,28,27.8,27.8,27.8,27.9,28,27.9,27.7,27.3,26.9,..,..
